Date,ID,Weight (g),VWC %,Soil Temp (Celsius),Interval Watering,Moisture Watering,Scale Watering,Growth (g),Calculated Growth (g),Max weight (g)
2021-08-01 22:54:42 IDT,68,4158.84277,56.5,29.52,0,0,0,0,73.18994,4173.18994
2021-08-01 22:55:04 IDT,69,4155.12842,56.6,29.51,0,0,0,0,73.18994,4173.18994
2021-08-01 22:55:26 IDT,70,4153.12939,56.6,29.52,0,0,0,0,73.18994,4173.18994
2021-08-01 22:55:48 IDT,71,4156.38281,56.5,29.53,0,0,0,0,73.18994,4173.18994
2021-08-01 22:56:11 IDT,72,4160.92041,56.5,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 22:56:33 IDT,73,4163.01758,56.6,29.52,0,0,0,0,73.18994,4173.18994
2021-08-01 22:56:55 IDT,74,4154.021,56.6,29.51,0,0,0,0,73.18994,4173.18994
2021-08-01 22:57:17 IDT,75,4124.38574,56.6,29.51,0,0,0,0,73.18994,4173.18994
2021-08-01 22:57:39 IDT,76,4121.51465,56.6,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 22:58:00 IDT,77,4133.75488,56.6,29.49,0,0,0,0,73.18994,4173.18994
2021-08-01 22:58:23 IDT,78,4166.71191,56.6,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 22:58:45 IDT,79,4164.6543,56.6,29.49,0,0,0,0,73.18994,4173.18994
2021-08-01 22:59:07 IDT,80,4162.70361,56.6,29.51,0,0,0,0,73.18994,4173.18994
2021-08-01 22:59:29 IDT,81,4165.0459,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 22:59:51 IDT,82,4160.2832,56.6,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 23:00:14 IDT,83,4165.19287,56.5,29.49,0,0,0,0,73.18994,4173.18994
2021-08-01 23:00:37 IDT,84,4167.72168,56.5,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:00:59 IDT,85,4164.69336,56.6,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 23:01:21 IDT,86,4168.53467,56.6,29.47,0,0,0,0,73.18994,4173.18994
2021-08-01 23:01:43 IDT,87,4164.45801,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:02:05 IDT,88,4163.54688,56.6,29.47,0,0,0,0,73.18994,4173.18994
2021-08-01 23:02:28 IDT,89,4160.01855,56.6,29.49,0,0,0,0,73.18994,4173.18994
2021-08-01 23:02:50 IDT,90,4160.04785,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:03:12 IDT,91,4158.61719,56.7,29.47,0,0,0,0,73.18994,4173.18994
2021-08-01 23:03:34 IDT,92,4152.88428,56.6,29.46,0,0,0,0,73.18994,4173.18994
2021-08-01 23:03:56 IDT,93,4159.09766,56.6,29.47,0,0,0,0,73.18994,4173.18994
2021-08-01 23:04:17 IDT,94,4165.08545,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:04:39 IDT,95,4161.60645,56.6,29.47,0,0,0,0,73.18994,4173.18994
2021-08-01 23:05:01 IDT,96,4159.04834,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:05:23 IDT,97,4154.95215,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:05:45 IDT,98,4155.44189,56.6,29.47,0,0,0,0,73.18994,4173.18994
2021-08-01 23:06:07 IDT,99,4147.7002,56.5,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 23:06:29 IDT,100,4151.7085,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:06:50 IDT,101,4156.52979,56.6,29.49,0,0,0,0,73.18994,4173.18994
2021-08-01 23:07:12 IDT,102,4164.50684,56.6,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 23:07:34 IDT,103,4161.75342,56.6,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 23:07:56 IDT,104,4162.77246,56.6,29.51,0,0,0,0,73.18994,4173.18994
2021-08-01 23:08:18 IDT,105,4158.40186,56.6,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 23:08:40 IDT,106,4156.70605,56.6,29.49,0,0,0,0,73.18994,4173.18994
2021-08-01 23:09:01 IDT,107,4157.06885,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:09:23 IDT,108,4149.73828,56.6,29.51,0,0,0,0,73.18994,4173.18994
2021-08-01 23:09:45 IDT,109,4155.14795,56.6,29.5,0,0,0,0,73.18994,4173.18994
2021-08-01 23:10:07 IDT,110,4156.17725,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:10:29 IDT,111,4161.10645,56.6,29.48,0,0,0,0,73.18994,4173.18994
2021-08-01 23:10:51 IDT,112,4164.64404,56.6,29.49,0,0,0,0,73.18994,4173.18994
2021-08-01 23:11:12 IDT,113,4168.5249,56.6,29.47,0,0,0,0,73.18994,4173.18994
2021-08-01 23:11:35 IDT,114,4168.92676,56.6,29.47,0,0,0,0,78.45264,4173.18994
2021-08-01 23:11:56 IDT,115,4178.45264,56.6,29.44,0,0,0,0,78.45264,4178.45264
2021-08-01 23:12:18 IDT,116,4175.15967,56.6,29.42,0,0,0,0,78.45264,4178.45264
2021-08-01 23:12:40 IDT,117,4175.77686,56.6,29.44,0,0,0,0,78.45264,4178.45264
2021-08-01 23:13:02 IDT,118,4178.08008,56.6,29.41,0,0,0,0,78.45264,4178.45264
2021-08-01 23:13:25 IDT,119,4174.02295,56.6,29.38,0,0,0,0,78.45264,4178.45264
2021-08-01 23:13:47 IDT,120,4171.4751,56.6,29.36,0,0,0,0,78.45264,4178.45264
2021-08-01 23:14:09 IDT,121,4166.47705,56.7,29.34,0,0,0,0,78.45264,4178.45264
2021-08-01 23:14:31 IDT,122,4163.61523,56.6,29.34,0,0,0,0,78.45264,4178.45264
2021-08-01 23:14:53 IDT,123,4170.62207,56.6,29.3,0,0,0,0,78.45264,4178.45264
2021-08-01 23:15:15 IDT,124,4169.66162,56.6,29.27,0,0,0,0,78.45264,4178.45264
2021-08-01 23:15:37 IDT,125,4169.47559,56.7,29.28,0,0,0,0,78.45264,4178.45264
2021-08-01 23:15:59 IDT,126,4164.95801,56.6,29.26,0,0,0,0,78.45264,4178.45264
2021-08-01 23:16:20 IDT,127,4163.68408,56.6,29.24,0,0,0,0,78.45264,4178.45264
2021-08-01 23:16:42 IDT,128,4164.42871,56.6,29.22,0,0,0,0,78.45264,4178.45264
2021-08-01 23:17:04 IDT,129,4160.19482,56.6,29.2,0,0,0,0,78.45264,4178.45264
2021-08-01 23:17:26 IDT,130,4152.91357,56.7,29.18,0,0,0,0,78.45264,4178.45264
2021-08-01 23:17:48 IDT,131,4156.94141,56.7,29.16,0,0,0,0,78.45264,4178.45264
2021-08-01 23:18:09 IDT,132,4152.66846,56.7,29.14,0,0,0,0,78.45264,4178.45264
2021-08-01 23:18:31 IDT,133,4150.41455,56.6,29.13,0,0,0,0,78.45264,4178.45264
2021-08-01 23:18:53 IDT,134,4151.16943,56.6,29.11,0,0,0,0,78.45264,4178.45264
2021-08-01 23:19:15 IDT,135,4142.19238,56.6,29.06,0,0,0,0,78.45264,4178.45264
2021-08-01 23:19:37 IDT,136,4136.70459,56.7,29.07,0,0,0,0,78.45264,4178.45264
2021-08-01 23:19:59 IDT,137,4134.48975,56.7,29.04,0,0,0,0,78.45264,4178.45264
2021-08-01 23:20:21 IDT,138,4139.625,56.7,29.03,0,0,0,0,78.45264,4178.45264
2021-08-01 23:20:43 IDT,139,4137.25342,56.7,29.04,0,0,0,0,78.45264,4178.45264
2021-08-01 23:21:05 IDT,140,4134.64648,56.7,29.01,0,0,0,0,78.45264,4178.45264
2021-08-01 23:21:26 IDT,141,4133.18604,56.7,29,0,0,0,0,78.45264,4178.45264
2021-08-01 23:21:48 IDT,142,4133.76465,56.7,28.99,0,0,0,0,78.45264,4178.45264
2021-08-01 23:22:10 IDT,143,4131.73584,56.7,28.95,0,0,0,0,78.45264,4178.45264
2021-08-01 23:22:32 IDT,144,4132.32373,56.7,28.96,0,0,0,0,78.45264,4178.45264
2021-08-01 23:22:54 IDT,145,4131.25586,56.7,28.98,0,0,0,0,78.45264,4178.45264
2021-08-01 23:23:16 IDT,146,4122.45508,56.6,28.97,0,0,0,0,78.45264,4178.45264
2021-08-01 23:23:38 IDT,147,4120.42676,56.7,28.93,0,0,0,0,78.45264,4178.45264
2021-08-01 23:24:00 IDT,148,4127.77686,56.7,28.92,0,0,0,0,78.45264,4178.45264
2021-08-01 23:24:21 IDT,149,4132.19629,56.7,28.92,0,0,0,0,78.45264,4178.45264
2021-08-01 23:24:44 IDT,150,4127.03174,56.7,28.91,0,0,0,0,78.45264,4178.45264
2021-08-01 23:25:05 IDT,151,4131.05957,56.7,28.88,0,0,0,0,78.45264,4178.45264
2021-08-01 23:25:27 IDT,152,4126.3457,56.7,28.87,0,0,0,0,78.45264,4178.45264
2021-08-01 23:25:49 IDT,153,4136.25342,56.7,28.87,0,0,0,0,78.45264,4178.45264
2021-08-01 23:26:11 IDT,154,4135.4502,56.7,28.87,0,0,0,0,78.45264,4178.45264
2021-08-01 23:26:33 IDT,155,4136.20459,56.7,28.84,0,0,0,0,78.45264,4178.45264
2021-08-01 23:26:55 IDT,156,4129.85449,56.7,28.85,0,0,0,0,78.45264,4178.45264
2021-08-01 23:27:17 IDT,157,4130.01123,56.7,28.83,0,0,0,0,78.45264,4178.45264
2021-08-01 23:27:39 IDT,158,4133,56.7,28.82,0,0,0,0,78.45264,4178.45264
2021-08-01 23:28:01 IDT,159,4125.05225,56.7,28.8,0,0,0,0,78.45264,4178.45264
2021-08-01 23:28:23 IDT,160,4124.37598,56.7,28.8,0,0,0,0,78.45264,4178.45264
2021-08-01 23:28:45 IDT,161,4127.05127,56.8,28.79,0,0,0,0,78.45264,4178.45264
2021-08-01 23:29:06 IDT,162,4115.62451,56.7,28.77,0,0,0,0,78.45264,4178.45264
2021-08-01 23:29:28 IDT,163,4119.74072,56.7,28.76,0,0,0,0,78.45264,4178.45264
2021-08-01 23:29:50 IDT,164,4111.24414,56.7,28.75,0,0,0,0,78.45264,4178.45264
2021-08-01 23:30:12 IDT,165,4116.20264,56.7,28.74,0,0,0,0,78.45264,4178.45264
2021-08-01 23:30:34 IDT,166,4111.6167,56.7,28.73,0,0,0,0,78.45264,4178.45264
2021-08-01 23:30:56 IDT,167,4115.44824,56.7,28.71,0,0,0,0,78.45264,4178.45264
2021-08-01 23:31:17 IDT,168,4108.35303,56.7,28.73,0,0,0,0,78.45264,4178.45264
2021-08-01 23:31:39 IDT,169,4113.39014,56.7,28.69,0,0,0,0,78.45264,4178.45264
2021-08-01 23:32:01 IDT,170,4103.1001,56.7,28.68,0,0,0,0,78.45264,4178.45264
2021-08-01 23:32:23 IDT,171,4110.4209,56.7,28.67,0,0,0,0,78.45264,4178.45264
2021-08-01 23:32:46 IDT,172,4124.18994,56.7,28.67,0,0,0,0,78.45264,4178.45264
2021-08-01 23:33:11 IDT,173,4134.63672,56.7,28.68,0,0,0,0,78.45264,4178.45264
2021-08-01 23:33:32 IDT,174,4134.11719,56.7,28.65,0,0,0,0,78.45264,4178.45264
2021-08-01 23:33:54 IDT,175,4125.27783,56.7,28.66,0,0,0,0,78.45264,4178.45264
2021-08-01 23:34:16 IDT,176,4129.66797,56.7,28.63,0,0,0,0,78.45264,4178.45264
2021-08-01 23:34:38 IDT,177,4121.73975,56.7,28.62,0,0,0,0,78.45264,4178.45264
2021-08-01 23:35:00 IDT,178,4120.19141,56.7,28.65,0,0,0,0,78.45264,4178.45264
2021-08-01 23:35:22 IDT,179,4115.10547,56.7,28.62,0,0,0,0,78.45264,4178.45264
2021-08-01 23:35:44 IDT,180,4118.21191,56.7,28.61,0,0,0,0,78.45264,4178.45264
2021-08-01 23:36:05 IDT,181,4110.49902,56.8,28.62,0,0,0,0,78.45264,4178.45264
2021-08-01 23:36:27 IDT,182,4114.81104,56.7,28.59,0,0,0,0,78.45264,4178.45264
2021-08-01 23:36:49 IDT,183,4118.93701,56.7,28.59,0,0,0,0,78.45264,4178.45264
2021-08-01 23:37:11 IDT,184,4111.00879,56.7,28.58,0,0,0,0,78.45264,4178.45264
2021-08-01 23:37:33 IDT,185,4115.49707,56.7,28.58,0,0,0,0,78.45264,4178.45264
2021-08-01 23:37:55 IDT,186,4117.10449,56.7,28.55,0,0,0,0,78.45264,4178.45264
2021-08-01 23:38:16 IDT,187,4110.99902,56.8,28.54,0,0,0,0,78.45264,4178.45264
2021-08-01 23:38:38 IDT,188,4105.67773,56.7,28.56,0,0,0,0,78.45264,4178.45264
2021-08-01 23:39:00 IDT,189,4099.46436,56.7,28.56,0,0,0,0,78.45264,4178.45264
2021-08-01 23:39:22 IDT,190,4100.43457,56.8,28.57,0,0,0,0,78.45264,4178.45264
2021-08-01 23:39:44 IDT,191,4096.59326,56.7,28.58,0,0,0,0,78.45264,4178.45264
2021-08-01 23:40:06 IDT,192,4114.04688,56.7,28.54,0,0,0,0,78.45264,4178.45264
2021-08-01 23:40:28 IDT,193,4105.84424,56.7,28.56,0,0,0,0,78.45264,4178.45264
2021-08-01 23:40:49 IDT,194,4113.22363,56.8,28.54,0,0,0,0,78.45264,4178.45264
2021-08-01 23:41:11 IDT,195,4108.98047,56.8,28.55,0,0,0,0,78.45264,4178.45264
2021-08-01 23:41:33 IDT,196,4104.36426,56.7,28.54,0,0,0,0,78.45264,4178.45264
2021-08-01 23:41:55 IDT,197,4110.69531,56.7,28.53,0,0,0,0,78.45264,4178.45264
2021-08-01 23:42:17 IDT,198,4111.60645,56.7,28.51,0,0,0,0,78.45264,4178.45264
2021-08-01 23:42:38 IDT,199,4118.31006,56.8,28.5,0,0,0,0,78.45264,4178.45264
2021-08-01 23:43:00 IDT,200,4104.98193,56.8,28.55,0,0,0,0,78.45264,4178.45264
2021-08-01 23:43:22 IDT,201,4109.31348,56.7,28.53,0,0,0,0,78.45264,4178.45264
2021-08-01 23:43:44 IDT,202,4103.34521,56.7,28.49,0,0,0,0,78.45264,4178.45264
2021-08-01 23:44:06 IDT,203,4109.2251,56.8,28.5,0,0,0,0,78.45264,4178.45264
2021-08-01 23:44:28 IDT,204,4109.31348,56.8,28.5,0,0,0,0,78.45264,4178.45264
2021-08-01 23:44:50 IDT,205,4095.07397,56.7,28.48,0,0,0,0,78.45264,4178.45264
2021-08-01 23:45:11 IDT,206,4096.31885,56.8,28.48,0,0,0,0,78.45264,4178.45264
2021-08-01 23:45:33 IDT,207,4095.24072,56.7,28.47,0,0,0,0,78.45264,4178.45264
2021-08-01 23:45:55 IDT,208,4098.58252,56.7,28.48,0,0,0,0,78.45264,4178.45264
2021-08-01 23:46:17 IDT,209,4103.83545,56.8,28.47,0,0,0,0,78.45264,4178.45264
2021-08-01 23:46:39 IDT,210,4092.45752,56.8,28.45,0,0,0,0,78.45264,4178.45264
2021-08-01 23:47:01 IDT,211,4101.57129,56.8,28.45,0,0,0,0,78.45264,4178.45264
2021-08-01 23:47:23 IDT,212,4098.45508,56.8,28.47,0,0,0,0,78.45264,4178.45264
2021-08-01 23:47:45 IDT,213,4109.39209,56.8,28.47,0,0,0,0,78.45264,4178.45264
2021-08-01 23:48:07 IDT,214,4100.67969,56.8,28.47,0,0,0,0,78.45264,4178.45264
2021-08-01 23:48:28 IDT,215,4103.54102,56.8,28.46,0,0,0,0,78.45264,4178.45264
2021-08-01 23:48:51 IDT,216,4103.17871,56.8,28.48,0,0,0,0,78.45264,4178.45264
2021-08-01 23:49:13 IDT,217,4105.56982,56.8,28.47,0,0,0,0,78.45264,4178.45264
2021-08-01 23:49:35 IDT,218,4104.01172,56.8,28.47,0,0,0,0,78.45264,4178.45264
2021-08-01 23:49:57 IDT,219,4105.44238,56.8,28.45,0,0,0,0,78.45264,4178.45264
2021-08-01 23:50:19 IDT,220,4115.53662,56.8,28.43,0,0,0,0,78.45264,4178.45264
2021-08-01 23:50:41 IDT,221,4103.63916,56.8,28.43,0,0,0,0,78.45264,4178.45264
2021-08-01 23:51:02 IDT,222,4103.18848,56.8,28.43,0,0,0,0,78.45264,4178.45264
2021-08-01 23:51:24 IDT,223,4113.29248,56.8,28.44,0,0,0,0,78.45264,4178.45264
2021-08-01 23:51:46 IDT,224,4113.11572,56.8,28.43,0,0,0,0,78.45264,4178.45264
2021-08-01 23:52:08 IDT,225,4114.83105,56.8,28.45,0,0,0,0,78.45264,4178.45264
2021-08-01 23:52:30 IDT,226,4117.85889,56.7,28.43,0,0,0,0,78.45264,4178.45264
2021-08-01 23:52:51 IDT,227,4123.26855,56.8,28.44,0,0,0,0,78.45264,4178.45264
2021-08-01 23:53:13 IDT,228,4129.63867,56.8,28.42,0,0,0,0,78.45264,4178.45264
2021-08-01 23:53:35 IDT,229,4116.31055,56.8,28.43,0,0,0,0,78.45264,4178.45264
2021-08-01 23:53:57 IDT,230,4127.47266,56.8,28.43,0,0,0,0,78.45264,4178.45264
2021-08-01 23:54:19 IDT,231,4144.45605,56.8,28.42,0,0,0,0,78.45264,4178.45264
2021-08-01 23:54:41 IDT,232,4132.70605,56.8,28.41,0,0,0,0,78.45264,4178.45264
2021-08-01 23:55:03 IDT,233,4132.3335,56.8,28.41,0,0,0,0,78.45264,4178.45264
2021-08-01 23:55:25 IDT,234,4120.83838,56.8,28.4,0,0,0,0,78.45264,4178.45264
2021-08-01 23:55:46 IDT,235,4120.50488,56.8,28.39,0,0,0,0,78.45264,4178.45264
2021-08-01 23:56:08 IDT,236,4124.80713,56.8,28.42,0,0,0,0,78.45264,4178.45264
2021-08-01 23:56:30 IDT,237,4117.86865,56.8,28.39,0,0,0,0,78.45264,4178.45264
2021-08-01 23:56:52 IDT,238,4116.33984,56.8,28.39,0,0,0,0,78.45264,4178.45264
2021-08-01 23:57:14 IDT,239,4119.22119,56.8,28.41,0,0,0,0,78.45264,4178.45264
2021-08-01 23:57:36 IDT,240,4123.896,56.8,28.39,0,0,0,0,78.45264,4178.45264
2021-08-01 23:57:58 IDT,241,4121.18115,56.8,28.38,0,0,0,0,78.45264,4178.45264
2021-08-01 23:58:20 IDT,242,4123.30762,56.8,28.38,0,0,0,0,78.45264,4178.45264
2021-08-01 23:58:41 IDT,243,4114.48779,56.8,28.39,0,0,0,0,78.45264,4178.45264
2021-08-01 23:59:03 IDT,244,4119.45654,56.8,28.39,0,0,0,0,78.45264,4178.45264
2021-08-01 23:59:25 IDT,245,4119.47607,56.8,28.36,0,0,0,0,78.45264,4178.45264
2021-08-01 23:59:47 IDT,246,4114.85059,56.8,28.38,0,0,0,0,78.45264,4178.45264
2021-08-02 00:00:09 IDT,247,4110.81299,56.8,28.37,0,0,0,0,78.45264,4178.45264
2021-08-02 00:00:31 IDT,248,4103.67822,56.8,28.37,0,0,0,0,78.45264,4178.45264
2021-08-02 00:00:52 IDT,249,4102.38477,56.9,28.35,0,0,0,0,78.45264,4178.45264
2021-08-02 00:01:14 IDT,250,4102.08105,56.8,28.35,0,0,0,0,78.45264,4178.45264
2021-08-02 00:01:36 IDT,251,4109.03906,56.8,28.35,0,0,0,0,78.45264,4178.45264
2021-08-02 00:01:58 IDT,252,4108.77441,56.8,28.36,0,0,0,0,78.45264,4178.45264
2021-08-02 00:02:20 IDT,253,4111.95947,56.8,28.35,0,0,0,0,78.45264,4178.45264
2021-08-02 00:02:42 IDT,254,4114.0957,56.8,28.33,0,0,0,0,78.45264,4178.45264
2021-08-02 00:03:03 IDT,255,4115.8208,56.8,28.33,0,0,0,0,78.45264,4178.45264
2021-08-02 00:03:25 IDT,256,4117.01611,56.8,28.32,0,0,0,0,78.45264,4178.45264
2021-08-02 00:03:47 IDT,257,4116.53613,56.8,28.33,0,0,0,0,78.45264,4178.45264
2021-08-02 00:04:09 IDT,258,4119.1626,56.8,28.31,0,0,0,0,78.45264,4178.45264
2021-08-02 00:04:31 IDT,259,4121.4751,56.8,28.32,0,0,0,0,78.45264,4178.45264
2021-08-02 00:04:53 IDT,260,4125.14062,56.8,28.32,0,0,0,0,78.45264,4178.45264
2021-08-02 00:05:15 IDT,261,4118.12354,56.9,28.3,0,0,0,0,78.45264,4178.45264
2021-08-02 00:05:36 IDT,262,4119.01562,56.8,28.3,0,0,0,0,78.45264,4178.45264
2021-08-02 00:05:58 IDT,263,4112.30225,56.8,28.29,0,0,0,0,78.45264,4178.45264
2021-08-02 00:06:20 IDT,264,4121.74951,56.8,28.28,0,0,0,0,78.45264,4178.45264
2021-08-02 00:06:42 IDT,265,4118.39795,56.8,28.25,0,0,0,0,78.45264,4178.45264
2021-08-02 00:07:04 IDT,266,4122.58252,56.8,28.25,0,0,0,0,78.45264,4178.45264
